salary_in_usd,remote_ratio,work_year,experience_level_encoded,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,company_size_L,company_size_M,company_size_S,clusters
75000,0,2024,1,0,0,1,0,0,1,0,1
65000,0,2024,1,0,0,1,0,0,1,0,1
187000,100,2024,1,0,0,1,0,0,1,0,0
117000,100,2024,1,0,0,1,0,0,1,0,1
158100,0,2024,1,0,0,1,0,0,1,0,0
138500,0,2024,1,0,0,1,0,0,1,0,0
134000,100,2024,1,0,0,1,0,0,1,0,1
120000,100,2024,1,0,0,1,0,0,1,0,1
198000,0,2024,0,1,0,0,0,0,1,0,0
144000,0,2024,0,1,0,0,0,0,1,0,0
83300,0,2024,0,1,0,0,0,0,1,0,1
47500,0,2024,0,1,0,0,0,0,1,0,1
118000,0,2024,2,0,0,0,1,0,1,0,1
162819,100,2024,1,0,0,1,0,0,1,0,0
95776,100,2024,1,0,0,1,0,0,1,0,1
220000,0,2024,1,0,0,1,0,0,1,0,0
96600,0,2024,1,0,0,1,0,0,1,0,1
132500,0,2024,1,0,0,1,0,0,1,0,1
88000,0,2024,1,0,0,1,0,0,1,0,1
93100,0,2024,0,1,0,0,0,0,1,0,1
60000,0,2024,0,1,0,0,0,0,1,0,1
215000,0,2024,1,0,0,1,0,0,1,0,0
120000,0,2024,1,0,0,1,0,0,1,0,1
177250,0,2024,1,0,0,1,0,0,1,0,0
94000,0,2024,2,0,0,0,1,0,1,0,1
55000,100,2024,2,0,0,0,1,0,1,0,1
95000,0,2024,0,1,0,0,0,0,1,0,1
85000,0,2024,0,1,0,0,0,0,1,0,1
67095,0,2024,0,1,0,0,0,0,1,0,1
51120,0,2024,0,1,0,0,0,0,1,0,1
234000,0,2024,0,1,0,0,0,0,1,0,2
146000,0,2024,0,1,0,0,0,0,1,0,0
150700,0,2024,2,0,0,0,1,0,1,0,0
87400,0,2024,2,0,0,0,1,0,1,0,1
80000,0,2024,0,1,0,0,0,0,1,0,1
117000,0,2024,2,0,0,0,1,0,1,0,1
99600,0,2024,2,0,0,0,1,0,1,0,1
180000,100,2024,2,0,0,0,1,0,1,0,0
221000,0,2024,2,0,0,0,1,0,1,0,0
138000,0,2024,2,0,0,0,1,0,1,0,0
268000,100,2024,2,0,0,0,1,0,1,0,2
202000,100,2024,2,0,0,0,1,0,1,0,0
213580,100,2024,2,0,0,0,1,0,1,0,0
173000,100,2024,2,0,0,0,1,0,1,0,0
200000,100,2024,2,0,0,0,1,0,1,0,0
168000,100,2024,2,0,0,0,1,0,1,0,0
124650,0,2024,0,1,0,0,0,0,1,0,1
88200,0,2024,0,1,0,0,0,0,1,0,1
150000,0,2024,2,0,0,0,1,0,1,0,0
173300,0,2024,2,0,0,0,1,0,1,0,0
98800,0,2024,2,0,0,0,1,0,1,0,1
150000,0,2024,1,0,0,1,0,0,1,0,0
113000,0,2024,1,0,0,1,0,0,1,0,1
204650,100,2024,2,0,0,0,1,0,1,0,0
123990,100,2024,2,0,0,0,1,0,1,0,1
131000,0,2024,2,0,0,0,1,0,1,0,1
128000,0,2024,2,0,0,0,1,0,1,0,1
156000,0,2024,2,0,0,0,1,0,1,0,0
105267,0,2024,2,0,0,0,1,0,1,0,1
106000,0,2024,0,1,0,0,0,0,1,0,1
75000,0,2024,1,0,0,1,0,0,1,0,1
138000,0,2024,2,0,0,0,1,0,1,0,0
86000,0,2024,2,0,0,0,1,0,1,0,1
194000,0,2024,2,0,0,0,1,0,1,0,0
239880,0,2024,2,0,0,0,1,0,1,0,2
146010,0,2024,2,0,0,0,1,0,1,0,0
101098,100,2024,1,0,0,1,0,0,1,0,1
59469,100,2024,1,0,0,1,0,0,1,0,1
125000,0,2024,3,0,1,0,0,0,1,0,1
100000,0,2024,3,0,1,0,0,0,1,0,1
140000,0,2024,0,1,0,0,0,0,1,0,0
70000,0,2024,0,1,0,0,0,0,1,0,1
210100,0,2024,2,0,0,0,1,0,1,0,0
149600,0,2024,1,0,0,1,0,0,1,0,0
90200,0,2024,1,0,0,1,0,0,1,0,1
243600,100,2024,2,0,0,0,1,0,1,0,2
139200,100,2024,2,0,0,0,1,0,1,0,0
83552,100,2024,1,0,0,1,0,0,1,0,1
49148,100,2024,1,0,0,1,0,0,1,0,1
176000,0,2024,2,0,0,0,1,0,1,0,0
106000,0,2024,2,0,0,0,1,0,1,0,1
223000,0,2024,2,0,0,0,1,0,1,0,2
116000,0,2024,1,0,0,1,0,0,1,0,1
97800,0,2024,1,0,0,1,0,0,1,0,1
174300,0,2024,2,0,0,0,1,0,1,0,0
175000,100,2024,2,0,0,0,1,0,1,0,0
161201,100,2024,2,0,0,0,1,0,1,0,0
202000,0,2024,2,0,0,0,1,0,1,0,0
195000,100,2024,2,0,0,0,1,0,1,0,0
223800,0,2024,2,0,0,0,1,0,1,0,2
172100,0,2024,2,0,0,0,1,0,1,0,0
200000,100,2024,3,0,1,0,0,0,1,0,0
150000,100,2024,3,0,1,0,0,0,1,0,0
212800,100,2024,2,0,0,0,1,0,1,0,0
177300,100,2024,2,0,0,0,1,0,1,0,0
238000,0,2024,2,0,0,0,1,0,1,0,2
158000,0,2024,2,0,0,0,1,0,1,0,0
200400,0,2024,2,0,0,0,1,0,1,0,0
190500,0,2024,2,0,0,0,1,0,1,0,0
115000,100,2024,1,0,0,1,0,0,1,0,1
85000,100,2024,1,0,0,1,0,0,1,0,1
212000,0,2024,1,0,0,1,0,0,1,0,0
93300,0,2024,1,0,0,1,0,0,1,0,1
182800,100,2024,2,0,0,0,1,0,1,0,0
136100,100,2024,2,0,0,0,1,0,1,0,1
227900,0,2024,2,0,0,0,1,0,1,0,2
126600,0,2024,2,0,0,0,1,0,1,0,1
92700,0,2024,0,1,0,0,0,0,1,0,1
64900,0,2024,0,1,0,0,0,0,1,0,1
179000,0,2024,2,0,0,0,1,0,1,0,0
112000,0,2024,2,0,0,0,1,0,1,0,1
136000,0,2024,0,1,0,0,0,0,1,0,1
82000,0,2024,0,1,0,0,0,0,1,0,1
221550,0,2024,2,0,0,0,1,0,1,0,0
143850,0,2024,2,0,0,0,1,0,1,0,0
92000,0,2024,1,0,0,1,0,0,1,0,1
82000,0,2024,1,0,0,1,0,0,1,0,1
143000,0,2024,0,1,0,0,0,0,1,0,0
70400,0,2024,0,1,0,0,0,0,1,0,1
260940,100,2024,2,0,0,0,1,0,1,0,2
158130,100,2024,2,0,0,0,1,0,1,0,0
299375,0,2024,2,0,0,0,1,0,1,0,2
143625,0,2024,2,0,0,0,1,0,1,0,0
309000,0,2024,2,0,0,0,1,0,1,0,2
142000,0,2024,2,0,0,0,1,0,1,0,0
105000,100,2024,2,0,0,0,1,0,1,0,1
75000,100,2024,2,0,0,0,1,0,1,0,1
190000,0,2024,2,0,0,0,1,0,1,0,0
170000,0,2024,2,0,0,0,1,0,1,0,0
247500,0,2024,1,0,0,1,0,0,1,0,2
172200,0,2024,1,0,0,1,0,0,1,0,0
214300,0,2024,1,0,0,1,0,0,1,0,0
108500,0,2024,1,0,0,1,0,0,1,0,1
130000,100,2024,2,0,0,0,1,0,1,0,1
115000,100,2024,1,0,0,1,0,0,1,0,1
95000,100,2024,1,0,0,1,0,0,1,0,1
120000,0,2024,1,0,0,1,0,0,1,0,1
100000,0,2024,1,0,0,1,0,0,1,0,1
151250,0,2024,1,0,0,1,0,0,1,0,0
137500,0,2024,1,0,0,1,0,0,1,0,0
119900,0,2024,2,0,0,0,1,0,1,0,1
109000,0,2024,2,0,0,0,1,0,1,0,1
200000,100,2024,1,0,0,1,0,0,1,0,0
160000,100,2024,1,0,0,1,0,0,1,0,0
135000,0,2024,0,1,0,0,0,0,1,0,1
180000,100,2022,2,0,0,0,1,0,1,0,0
89500,100,2024,1,0,0,1,0,0,1,0,1
65000,100,2024,1,0,0,1,0,0,1,0,1
179000,0,2024,2,0,0,0,1,0,1,0,0
96600,0,2024,2,0,0,0,1,0,1,0,1
55200,0,2024,2,0,0,0,1,0,1,0,1
235700,0,2024,2,0,0,0,1,0,1,0,2
124400,0,2024,2,0,0,0,1,0,1,0,1
135193,0,2024,2,0,0,0,1,0,1,0,1
90129,0,2024,2,0,0,0,1,0,1,0,1
165000,0,2024,1,0,0,1,0,0,1,0,0
103000,0,2024,1,0,0,1,0,0,1,0,1
212000,0,2024,1,0,0,1,0,0,1,0,0
93300,0,2024,1,0,0,1,0,0,1,0,1
50000,0,2024,0,1,0,0,0,0,1,0,1
149925,0,2024,1,0,0,1,0,0,1,0,0
91260,0,2024,1,0,0,1,0,0,1,0,1
212000,0,2024,2,0,0,0,1,0,1,0,0
93300,0,2024,2,0,0,0,1,0,1,0,1
271500,0,2024,2,0,0,0,1,0,1,0,2
136800,0,2024,2,0,0,0,1,0,1,0,0
238500,0,2024,3,0,1,0,0,0,1,0,2
183400,0,2024,3,0,1,0,0,0,1,0,0
193200,0,2024,2,0,0,0,1,0,1,0,0
154560,0,2024,2,0,0,0,1,0,1,0,0
277200,0,2024,2,0,0,0,1,0,1,0,2
220800,100,2024,2,0,0,0,1,0,1,0,0
124800,100,2024,2,0,0,0,1,0,1,0,1
208800,100,2024,1,0,0,1,0,0,1,0,0
177500,100,2024,1,0,0,1,0,0,1,0,0
205000,0,2024,2,0,0,0,1,0,1,0,0
157500,0,2024,2,0,0,0,1,0,1,0,0
135000,100,2024,2,0,0,0,1,0,1,0,1
140000,0,2024,3,0,1,0,0,0,1,0,0
120000,0,2024,3,0,1,0,0,0,1,0,1
135000,0,2024,1,0,0,1,0,0,1,0,1
115000,0,2024,1,0,0,1,0,0,1,0,1
209000,100,2024,2,0,0,0,1,0,1,0,0
145350,100,2024,2,0,0,0,1,0,1,0,0
133000,0,2024,2,0,0,0,1,0,1,0,1
196400,0,2024,1,0,0,1,0,0,1,0,0
174117,0,2024,1,0,0,1,0,0,1,0,0
110000,0,2024,0,1,0,0,0,0,1,0,1
408500,0,2024,3,0,1,0,0,0,1,0,2
233500,0,2024,3,0,1,0,0,0,1,0,2
192300,0,2024,0,1,0,0,0,0,1,0,0
120200,0,2024,0,1,0,0,0,0,1,0,1
238000,0,2024,2,0,0,0,1,0,1,0,2
158000,0,2024,2,0,0,0,1,0,1,0,0
254000,0,2024,2,0,0,0,1,0,1,0,2
253000,0,2024,0,1,0,0,0,0,1,0,2
160000,0,2024,0,1,0,0,0,0,1,0,0
108806,0,2024,0,1,0,0,0,0,1,0,1
82909,0,2024,0,1,0,0,0,0,1,0,1
200000,0,2024,2,0,0,0,1,0,1,0,0
160000,0,2024,2,0,0,0,1,0,1,0,0
245000,0,2024,2,0,0,0,1,0,1,0,2
204000,0,2024,2,0,0,0,1,0,1,0,0
203000,0,2024,2,0,0,0,1,0,1,0,0
112000,0,2024,2,0,0,0,1,0,1,0,1
139000,0,2024,1,0,0,1,0,0,1,0,0
237500,0,2024,2,0,0,0,1,0,1,0,2
244000,0,2024,2,0,0,0,1,0,1,0,2
162000,100,2024,2,0,0,0,1,0,1,0,0
117000,100,2024,2,0,0,0,1,0,1,0,1
285200,100,2024,2,0,0,0,1,0,1,0,2
168600,100,2024,2,0,0,0,1,0,1,0,0
221000,0,2024,2,0,0,0,1,0,1,0,0
221000,0,2024,2,0,0,0,1,0,1,0,0
222200,0,2024,2,0,0,0,1,0,1,0,0
150900,0,2024,2,0,0,0,1,0,1,0,0
202800,0,2024,2,0,0,0,1,0,1,0,0
115000,0,2024,2,0,0,0,1,0,1,0,1
155000,0,2024,2,0,0,0,1,0,1,0,0
139500,0,2024,2,0,0,0,1,0,1,0,0
71250,100,2024,0,1,0,0,0,0,1,0,1
57000,100,2024,0,1,0,0,0,0,1,0,1
159550,0,2024,2,0,0,0,1,0,1,0,0
113000,0,2024,2,0,0,0,1,0,1,0,1
225000,0,2024,2,0,0,0,1,0,1,0,2
115254,100,2024,2,0,0,0,1,0,1,0,1
85393,100,2024,2,0,0,0,1,0,1,0,1
95166,0,2024,0,1,0,0,0,0,1,0,1
63444,0,2024,0,1,0,0,0,0,1,0,1
250900,0,2024,1,0,0,1,0,0,1,0,2
135200,0,2024,1,0,0,1,0,0,1,0,1
217508,0,2024,2,0,0,0,1,0,1,0,0
177961,0,2024,2,0,0,0,1,0,1,0,0
110000,0,2024,1,0,0,1,0,0,1,0,1
100200,0,2024,2,0,0,0,1,0,1,0,1
100200,0,2024,2,0,0,0,1,0,1,0,1
238400,0,2024,2,0,0,0,1,0,1,0,2
140300,0,2024,2,0,0,0,1,0,1,0,0
220000,0,2024,2,0,0,0,1,0,1,0,0
137500,0,2024,2,0,0,0,1,0,1,0,0
321830,0,2024,1,0,0,1,0,0,1,0,2
124690,0,2024,1,0,0,1,0,0,1,0,1
210000,0,2024,2,0,0,0,1,0,1,0,0
117800,0,2024,2,0,0,0,1,0,1,0,1
224800,0,2024,2,0,0,0,1,0,1,0,2
127000,0,2024,2,0,0,0,1,0,1,0,1
182600,0,2024,2,0,0,0,1,0,1,0,0
105800,0,2024,2,0,0,0,1,0,1,0,1
174000,0,2024,1,0,0,1,0,0,1,0,0
97300,0,2024,1,0,0,1,0,0,1,0,1
186000,0,2024,2,0,0,0,1,0,1,0,0
81800,0,2024,2,0,0,0,1,0,1,0,1
112000,0,2024,0,1,0,0,0,0,1,0,1
217508,0,2024,2,0,0,0,1,0,1,0,0
177961,0,2024,2,0,0,0,1,0,1,0,0
90950,0,2024,1,0,0,1,0,0,1,0,1
198000,0,2024,2,0,0,0,1,0,1,0,0
132974,0,2024,2,0,0,0,1,0,1,0,1
88670,0,2024,2,0,0,0,1,0,1,0,1
192500,100,2024,2,0,0,0,1,0,1,0,0
122500,100,2024,2,0,0,0,1,0,1,0,1
198200,0,2024,2,0,0,0,1,0,1,0,0
113100,0,2024,2,0,0,0,1,0,1,0,1
135127,100,2024,2,0,0,0,1,0,1,0,1
119250,100,2024,2,0,0,0,1,0,1,0,1
160000,100,2024,1,0,0,1,0,0,1,0,0
130000,100,2024,1,0,0,1,0,0,1,0,1
65600,0,2024,1,0,0,1,0,0,1,0,1
47700,0,2024,1,0,0,1,0,0,1,0,1
229900,0,2024,2,0,0,0,1,0,1,0,2
201400,0,2024,2,0,0,0,1,0,1,0,0
211900,0,2024,2,0,0,0,1,0,1,0,0
113700,0,2024,2,0,0,0,1,0,1,0,1
198000,100,2024,1,0,0,1,0,0,1,0,0
132000,100,2024,1,0,0,1,0,0,1,0,1
235680,0,2024,2,0,0,0,1,0,1,0,2
153040,0,2024,2,0,0,0,1,0,1,0,0
240000,0,2024,3,0,1,0,0,0,1,0,2
150000,0,2024,3,0,1,0,0,0,1,0,0
180000,0,2024,3,0,1,0,0,0,1,0,0
130000,0,2024,3,0,1,0,0,0,1,0,1
312287,0,2024,3,0,1,0,0,0,1,0,2
208122,0,2024,3,0,1,0,0,0,1,0,0
157476,100,2024,2,0,0,0,1,0,1,0,0
104981,100,2024,2,0,0,0,1,0,1,0,1
185800,0,2024,1,0,0,1,0,0,1,0,0
93400,0,2024,1,0,0,1,0,0,1,0,1
175000,0,2024,2,0,0,0,1,0,1,0,0
145000,0,2024,2,0,0,0,1,0,1,0,0
80000,0,2024,0,1,0,0,0,0,1,0,1
50000,0,2024,0,1,0,0,0,0,1,0,1
230000,100,2024,1,0,0,1,0,0,1,0,2
150000,100,2024,1,0,0,1,0,0,1,0,0
196350,100,2024,2,0,0,0,1,0,1,0,0
127500,100,2024,2,0,0,0,1,0,1,0,1
46080,0,2024,0,1,0,0,0,0,1,0,1
37120,0,2024,0,1,0,0,0,0,1,0,1
150000,0,2024,1,0,0,1,0,0,1,0,0
100000,0,2024,1,0,0,1,0,0,1,0,1
231600,100,2024,2,0,0,0,1,0,1,0,2
154400,100,2024,2,0,0,0,1,0,1,0,0
147600,0,2024,2,0,0,0,1,0,1,0,0
106300,0,2024,2,0,0,0,1,0,1,0,1
145000,100,2024,2,0,0,0,1,0,1,0,0
130000,100,2024,2,0,0,0,1,0,1,0,1
60000,0,2024,1,0,0,1,0,0,1,0,1
94000,0,2024,2,0,0,0,1,0,1,0,1
58000,0,2024,1,0,0,1,0,0,1,0,1
48000,0,2024,1,0,0,1,0,0,1,0,1
97000,0,2024,1,0,0,1,0,0,1,0,1
62000,0,2024,1,0,0,1,0,0,1,0,1
194200,0,2024,1,0,0,1,0,0,1,0,0
110400,0,2024,1,0,0,1,0,0,1,0,1
174000,100,2024,1,0,0,1,0,0,1,0,0
147900,100,2024,1,0,0,1,0,0,1,0,0
250000,0,2024,1,0,0,1,0,0,1,0,2
170000,0,2024,1,0,0,1,0,0,1,0,0
130000,0,2024,2,0,0,0,1,0,1,0,1
110000,0,2024,2,0,0,0,1,0,1,0,1
109000,0,2024,2,0,0,0,1,0,1,0,1
150000,0,2024,2,0,0,0,1,0,1,0,0
150000,100,2024,2,0,0,0,1,0,1,0,0
120000,100,2024,2,0,0,0,1,0,1,0,1
104000,0,2024,2,0,0,0,1,0,1,0,1
550000,0,2024,2,0,0,0,1,0,1,0,2
310000,0,2024,2,0,0,0,1,0,1,0,2
148000,0,2024,2,0,0,0,1,0,1,0,0
100000,0,2024,2,0,0,0,1,0,1,0,1
135000,0,2024,1,0,0,1,0,0,1,0,1
198433,100,2024,2,0,0,0,1,0,1,0,0
119060,100,2024,2,0,0,0,1,0,1,0,1
235000,100,2024,2,0,0,0,1,0,1,0,2
175000,100,2024,2,0,0,0,1,0,1,0,0
196720,0,2024,2,0,0,0,1,0,1,0,0
113210,0,2024,2,0,0,0,1,0,1,0,1
204500,0,2024,2,0,0,0,1,0,1,0,0
139000,0,2024,2,0,0,0,1,0,1,0,0
153000,0,2024,2,0,0,0,1,0,1,0,0
93500,0,2024,0,1,0,0,0,0,1,0,1
53300,0,2024,0,1,0,0,0,0,1,0,1
112000,0,2024,2,0,0,0,1,0,1,0,1
197100,100,2024,2,0,0,0,1,0,1,0,0
131414,100,2024,2,0,0,0,1,0,1,0,1
197000,0,2024,2,0,0,0,1,0,1,0,0
106000,0,2024,2,0,0,0,1,0,1,0,1
160000,0,2024,0,1,0,0,0,0,1,0,0
140000,0,2024,0,1,0,0,0,0,1,0,0
259850,0,2024,3,0,1,0,0,0,1,0,2
179200,0,2024,3,0,1,0,0,0,1,0,0
300000,0,2024,2,0,0,0,1,0,1,0,2
180000,0,2024,2,0,0,0,1,0,1,0,0
247600,0,2024,2,0,0,0,1,1,0,0,2
127300,0,2024,2,0,0,0,1,1,0,0,1
215000,0,2024,2,0,0,0,1,0,1,0,0
190000,100,2024,2,0,0,0,1,0,1,0,0
137871,100,2024,2,0,0,0,1,0,1,0,0
142500,0,2024,1,0,0,1,0,0,1,0,0
247600,0,2024,1,0,0,1,0,1,0,0,2
127300,0,2024,1,0,0,1,0,1,0,0,1
100000,100,2024,1,0,0,1,0,0,1,0,1
85000,100,2024,1,0,0,1,0,0,1,0,1
250000,0,2024,1,0,0,1,0,0,1,0,2
139600,100,2024,2,0,0,0,1,0,1,0,0
135000,0,2024,1,0,0,1,0,0,1,0,1
125000,0,2024,1,0,0,1,0,0,1,0,1
288400,0,2024,3,0,1,0,0,0,1,0,2
144200,0,2024,3,0,1,0,0,0,1,0,0
137500,0,2024,1,0,0,1,0,0,1,0,0
215000,0,2024,2,0,0,0,1,0,1,0,0
100000,0,2024,1,0,0,1,0,0,1,0,1
70000,0,2024,1,0,0,1,0,0,1,0,1
120000,0,2024,1,0,0,1,0,0,1,0,1
72000,0,2024,1,0,0,1,0,0,1,0,1
118400,0,2024,1,0,0,1,0,0,1,0,1
100700,0,2024,1,0,0,1,0,0,1,0,1
200300,0,2024,1,0,0,1,0,0,1,0,0
151500,0,2024,1,0,0,1,0,0,1,0,0
106500,0,2024,2,0,0,0,1,0,1,0,1
136000,0,2024,2,0,0,0,1,0,1,0,1
97000,0,2024,2,0,0,0,1,0,1,0,1
80000,100,2024,0,1,0,0,0,0,1,0,1
221630,0,2024,2,0,0,0,1,0,1,0,0
199467,0,2024,2,0,0,0,1,0,1,0,0
176000,0,2024,2,0,0,0,1,0,1,0,0
172200,0,2024,1,0,0,1,0,0,1,0,0
131200,0,2024,1,0,0,1,0,0,1,0,1
252000,100,2024,2,0,0,0,1,0,1,0,2
210000,100,2024,2,0,0,0,1,0,1,0,0
195000,100,2024,2,0,0,0,1,0,1,0,0
147500,100,2024,2,0,0,0,1,0,1,0,0
210000,100,2024,2,0,0,0,1,0,1,0,0
320000,0,2024,3,0,1,0,0,0,1,0,2
150000,0,2024,1,0,0,1,0,0,1,0,0
120000,0,2024,1,0,0,1,0,0,1,0,1
174500,100,2024,1,0,0,1,0,0,1,0,0
142500,100,2024,1,0,0,1,0,0,1,0,0
265200,0,2024,2,0,0,0,1,0,1,0,2
82000,100,2024,0,1,0,0,0,0,1,0,1
160000,0,2024,1,0,0,1,0,0,1,0,0
140000,0,2024,1,0,0,1,0,0,1,0,0
178250,100,2024,1,0,0,1,0,0,1,0,0
105500,100,2024,1,0,0,1,0,0,1,0,1
147400,0,2024,1,0,0,1,0,0,1,0,0
135097,0,2024,1,0,0,1,0,0,1,0,1
212000,0,2024,2,0,0,0,1,0,1,0,0
93300,0,2024,2,0,0,0,1,0,1,0,1
93150,0,2024,1,0,0,1,0,0,1,0,1
68850,0,2024,1,0,0,1,0,0,1,0,1
166000,0,2024,1,0,0,1,0,0,1,0,0
73100,0,2024,1,0,0,1,0,0,1,0,1
88800,0,2024,0,1,0,0,0,0,1,0,1
64600,0,2024,0,1,0,0,0,0,1,0,1
285000,0,2024,2,0,0,0,1,0,1,0,2
153400,0,2024,2,0,0,0,1,0,1,0,0
166000,0,2024,1,0,0,1,0,0,1,0,0
73100,0,2024,1,0,0,1,0,0,1,0,1
85000,100,2024,2,0,0,0,1,0,1,0,1
400000,100,2024,2,0,0,0,1,0,1,0,2
160100,100,2024,2,0,0,0,1,0,1,0,0
258500,0,2024,3,0,1,0,0,0,1,0,2
191857,0,2024,3,0,1,0,0,0,1,0,0
212000,0,2024,2,0,0,0,1,0,1,0,0
93300,0,2024,2,0,0,0,1,0,1,0,1
240000,100,2024,1,0,0,1,0,0,1,0,2
100000,100,2024,1,0,0,1,0,0,1,0,1
116000,0,2024,1,0,0,1,0,0,1,0,1
117000,100,2024,1,0,0,1,0,0,1,0,1
181000,0,2024,2,0,0,0,1,0,1,0,0
82000,0,2024,2,0,0,0,1,0,1,0,1
153000,100,2024,0,1,0,0,0,0,1,0,0
96000,100,2024,0,1,0,0,0,0,1,0,1
230000,0,2024,2,0,0,0,1,0,1,0,2
196000,0,2024,2,0,0,0,1,0,1,0,0
80000,100,2024,1,0,0,1,0,0,1,0,1
67000,100,2024,1,0,0,1,0,0,1,0,1
106100,0,2024,1,0,0,1,0,0,1,0,1
74300,0,2024,1,0,0,1,0,0,1,0,1
143000,0,2024,1,0,0,1,0,0,1,0,0
214500,0,2024,2,0,0,0,1,0,1,0,0
146266,0,2024,2,0,0,0,1,0,1,0,0
125000,0,2024,0,1,0,0,0,0,1,0,1
89000,0,2024,0,1,0,0,0,0,1,0,1
223100,0,2024,1,0,0,1,0,0,1,0,2
126400,0,2024,1,0,0,1,0,0,1,0,1
276000,0,2024,2,0,0,0,1,0,1,0,2
148000,0,2024,2,0,0,0,1,0,1,0,0
89000,0,2024,1,0,0,1,0,0,1,0,1
62300,0,2024,1,0,0,1,0,0,1,0,1
68000,0,2024,0,1,0,0,0,0,1,0,1
267500,0,2024,3,0,1,0,0,0,1,0,2
210000,0,2024,3,0,1,0,0,0,1,0,0
106100,0,2024,1,0,0,1,0,0,1,0,1
74300,0,2024,1,0,0,1,0,0,1,0,1
65400,0,2024,0,1,0,0,0,0,1,0,1
175000,0,2024,2,0,0,0,1,0,1,0,0
148750,0,2024,2,0,0,0,1,0,1,0,0
143000,0,2024,1,0,0,1,0,0,1,0,0
106100,0,2024,2,0,0,0,1,0,1,0,1
74300,0,2024,2,0,0,0,1,0,1,0,1
60080,0,2024,0,1,0,0,0,0,1,0,1
57300,0,2024,0,1,0,0,0,0,1,0,1
247500,0,2024,2,0,0,0,1,0,1,0,2
172200,0,2024,2,0,0,0,1,0,1,0,0
194500,0,2024,1,0,0,1,0,0,1,0,0
189000,0,2024,1,0,0,1,0,0,1,0,0
106000,0,2024,1,0,0,1,0,0,1,0,1
170000,0,2024,1,0,0,1,0,0,1,0,0
181610,0,2024,0,1,0,0,0,0,1,0,0
321000,0,2024,2,0,0,0,1,0,1,0,2
90000,0,2024,0,1,0,0,0,0,1,0,1
65000,0,2024,0,1,0,0,0,0,1,0,1
114000,0,2024,1,0,0,1,0,0,1,0,1
67000,0,2024,1,0,0,1,0,0,1,0,1
231000,100,2024,2,0,0,0,1,0,1,0,2
160700,100,2024,2,0,0,0,1,0,1,0,0
137000,0,2024,2,0,0,0,1,0,1,0,0
110000,0,2024,2,0,0,0,1,0,1,0,1
137000,0,2024,2,0,0,0,1,0,1,0,0
110000,0,2024,2,0,0,0,1,0,1,0,1
115000,100,2024,0,1,0,0,0,0,1,0,1
87550,100,2024,0,1,0,0,0,0,1,0,1
123625,0,2024,0,1,0,0,0,0,1,0,1
77265,0,2024,0,1,0,0,0,0,1,0,1
176700,0,2024,2,0,0,0,1,0,1,0,0
144600,0,2024,2,0,0,0,1,0,1,0,0
176700,100,2024,2,0,0,0,1,0,1,0,0
144600,100,2024,2,0,0,0,1,0,1,0,0
278800,0,2024,2,0,0,0,1,0,1,0,2
154000,0,2024,2,0,0,0,1,0,1,0,0
150700,0,2024,0,1,0,0,0,0,1,0,0
87400,0,2024,0,1,0,0,0,0,1,0,1
149750,100,2024,2,0,0,0,1,0,1,0,0
84500,100,2024,2,0,0,0,1,0,1,0,1
152375,100,2024,2,0,0,0,1,0,1,0,0
94000,100,2024,2,0,0,0,1,0,1,0,1
449000,0,2024,2,0,0,0,1,0,1,0,2
173000,0,2024,2,0,0,0,1,0,1,0,0
176700,0,2024,2,0,0,0,1,0,1,0,0
144600,0,2024,2,0,0,0,1,0,1,0,0
90000,100,2024,0,1,0,0,0,0,1,0,1
70000,100,2024,0,1,0,0,0,0,1,0,1
122328,0,2024,0,1,0,0,0,0,1,0,1
71958,0,2024,0,1,0,0,0,0,1,0,1
110000,0,2024,1,0,0,1,0,0,1,0,1
79000,0,2024,1,0,0,1,0,0,1,0,1
140000,0,2024,2,0,0,0,1,0,1,0,0
120000,0,2024,2,0,0,0,1,0,1,0,1
150000,0,2024,0,1,0,0,0,0,1,0,0
120000,0,2024,0,1,0,0,0,0,1,0,1
132100,0,2024,1,0,0,1,0,0,1,0,1
68400,0,2024,1,0,0,1,0,0,1,0,1
201900,0,2024,2,0,0,0,1,0,1,0,0
97335,0,2024,2,0,0,0,1,0,1,0,1
255000,100,2024,2,0,0,0,1,0,1,0,2
163000,100,2024,2,0,0,0,1,0,1,0,0
90500,100,2024,1,0,0,1,0,0,1,0,1
90000,0,2024,0,1,0,0,0,0,1,0,1
60000,0,2024,0,1,0,0,0,0,1,0,1
331640,0,2024,2,0,0,0,1,0,1,0,2
255000,100,2024,2,0,0,0,1,0,1,0,2
163000,100,2024,2,0,0,0,1,0,1,0,0
230000,0,2024,3,0,1,0,0,0,1,0,2
176900,0,2024,3,0,1,0,0,0,1,0,0
50000,100,2024,0,1,0,0,0,0,1,0,1
40000,100,2024,0,1,0,0,0,0,1,0,1
276000,0,2024,2,0,0,0,1,0,1,0,2
148000,0,2024,2,0,0,0,1,0,1,0,0
132500,0,2024,0,1,0,0,0,0,1,0,1
111500,0,2024,0,1,0,0,0,0,1,0,1
234000,0,2024,0,1,0,0,0,0,1,0,2
146000,0,2024,0,1,0,0,0,0,1,0,0
322000,0,2024,2,0,0,0,1,0,1,0,2
268700,0,2024,2,0,0,0,1,0,1,0,2
130300,0,2024,2,0,0,0,1,0,1,0,1
156476,100,2024,2,0,0,0,1,0,1,0,0
